,doc_id,author,authoryearofbirth,authoryearofdeath,no_words,len,Gut_id
0,"Selections from Previous Works: With Remarks on Romanes' Mental Evolution in Animals, and a Psalm of Montreal","Butler, Samuel",1835.0,1902.0,96438,96438,Gut_6969
0,The Importance of Being Earnest: A Trivial Comedy for Serious People,"Wilde, Oscar",1854.0,1900.0,20733,20733,Gut_40931
0,The Measure of a Man,"Barr, Amelia E.",1831.0,1919.0,77299,77299,Gut_4602
0,"The Pike's Peak Rush; Or, Terry in the New Gold Fields","Sabin, Edwin L. (Edwin Legrand)",1870.0,1952.0,59983,59983,Gut_21308
0,"A Friend of Cæsar: A Tale of the Fall of the Roman Republic. Time, 50-47 B.C.","Davis, William Stearns",1877.0,1930.0,150013,150013,Gut_4054
0,"Cleg Kelly, Arab of the City: His Progress and Adventures","Crockett, S. R. (Samuel Rutherford)",1860.0,1914.0,118037,118037,Gut_29501
0,"Micah Clarke: His Statement as made to his three grandchildren Joseph, Gervas and Reuben During the Hard Winter of 1734","Doyle, Arthur Conan",1859.0,1930.0,178251,178251,Gut_41689
0,"Wolf and Coyote Trapping: An Up-to-Date Wolf Hunter's Guide: Giving the Most Successful Methods of Experienced ""Wolfers"" for Hunting and Trapping These Animals, Also Gives Their Habits in Detail.","Harding, A. R. (Arthur Robert)",1871.0,1930.0,48061,48061,Gut_18428
0,"The Right Honourable Sir Henry Enfield Roscoe P.C., D.C.L., F.R.S.: A Biographical Sketch","Thorpe, T. E. (Thomas Edward)",1845.0,1925.0,59228,59228,Gut_35730
0,Springhaven: A Tale of the Great War,"Blackmore, R. D. (Richard Doddridge)",1825.0,1900.0,200902,200902,Gut_40135
0,Pelham — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,22186,22186,Gut_40307
0,Tea-Table Talk,"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,20120,20120,Gut_10013
0,The Princess Dehra,"Scott, John Reed",1869.0,1942.0,78818,78818,Gut_23003
0,Rollo in Paris,"Abbott, Jacob",1803.0,1879.0,45399,45399,Gut_9541
0,Wild Adventures in Wild Places,"Stables, Gordon",1840.0,1910.0,38630,38630,Gut_21566
0,"Wild Adventures round the Pole: Or, The Cruise of the ""Snowbird"" Crew in the ""Arrandoon""","Stables, Gordon",1840.0,1910.0,100529,100529,Gut_21592
0,The Tale of Major Monkey,"Bailey, Arthur Scott",1877.0,1949.0,14305,14305,Gut_6199
0,Lonesome Land,"Bower, B. M.",1871.0,1940.0,73203,73203,Gut_41013
0,"""Forward, March"": A Tale of the Spanish-American War","Munroe, Kirk",1850.0,1930.0,58691,58691,Gut_4437
0,Sweet Mace: A Sussex Legend of the Iron Times,"Fenn, George Manville",1831.0,1909.0,144007,144007,Gut_18417
0,"Pharos, The Egyptian: A Romance","Boothby, Guy",1867.0,1905.0,100292,100292,Gut_17699
0,Henrietta Temple: A Love Story,"Disraeli, Benjamin, Earl of Beaconsfield",1804.0,1881.0,142720,142720,Gut_7074
0,Common Objects of the Microscope,"Wood, J. G. (John George)",1827.0,1889.0,48887,48887,Gut_34629
0,Tales of Troy and Greece,"Lang, Andrew",1844.0,1912.0,93451,93451,Gut_16579
0,The Gulf and Inland Waters: The Navy in the Civil War. Volume 3.,"Mahan, A. T. (Alfred Thayer)",1840.0,1914.0,85871,85871,Gut_8458
0,The Cask of Amontillado,"Poe, Edgar Allan",1809.0,1849.0,2317,2317,Gut_432
0,Index of the Project Gutenberg Works of George T. Ferris,"Ferris, George T. (George Titus)",1840.0,,355,355,Gut_38480
0,Villette,"Brontë, Charlotte",1816.0,1855.0,192671,192671,Gut_41448
0,The Dawn of Day,"Nietzsche, Friedrich Wilhelm",1844.0,1900.0,96016,96016,Gut_22926
0,The Silver Horde,"Beach, Rex",1877.0,1949.0,103778,103778,Gut_38612
0,"Vixen, Volume III.","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,56480,56480,Gut_11996
0,"The Mayflower and Her Log; July 15, 1620-May 6, 1621 — Volume 2","Ames, Azel",1845.0,1908.0,16678,16678,Gut_23854
0,Charles Sumner Centenary: Historical Address: The American Negro Academy. Occasional Papers No. 14,"Grimké, Archibald Henry",1849.0,1930.0,6209,6209,Gut_15738
0,A Damaged Reputation,"Bindloss, Harold",1866.0,1945.0,101493,101493,Gut_21169
0,Penelope's Irish Experiences,"Wiggin, Kate Douglas Smith",1856.0,1923.0,71688,71688,Gut_2794
0,"Only a Girl: or, A Physician for the Soul.","Hillern, Wilhelmine von",1836.0,1916.0,195122,195122,Gut_20289
0,Freaks on the Fells: Three Months' Rustication,"Ballantyne, R. M. (Robert Michael)",1825.0,1894.0,72373,72373,Gut_9986
0,One Wonderful Night: A Romance of New York,"Tracy, Louis",1863.0,1928.0,77562,77562,Gut_7020
0,People You Know,"Ade, George",1866.0,1944.0,27507,27507,Gut_2552
0,Treasure and Trouble Therewith: A Tale of California,"Bonner, Geraldine",1870.0,1930.0,109295,109295,Gut_41844
0,Making Over Martha,"Lippmann, Julie M.",1864.0,1952.0,70310,70310,Gut_32773
0,The Confessions of Harry Lorrequer — Volume 1,"Lever, Charles James",1806.0,1872.0,41031,41031,Gut_32541
0,Original Short Stories — Volume 08,"Maupassant, Guy de",1850.0,1893.0,42960,42960,Gut_15363
0,Frank Merriwell's Diamond Foes: Straight Over The Plate,"Standish, Burt L.",1866.0,1945.0,65792,65792,Gut_38847
0,The Adventures of Harry Richmond — Volume 7,"Meredith, George",1828.0,1909.0,28623,28623,Gut_26717
0,The Marriage of William Ashe,"Ward, Humphry, Mrs.",1851.0,1920.0,141504,141504,Gut_2935
0,"Dick Sands, the Boy Captain","Verne, Jules",1828.0,1905.0,103620,103620,Gut_41423
0,The Bible: What It Is!,"Bradlaugh, Charles",1833.0,1891.0,78620,78620,Gut_19902
0,"Ave Roma Immortalis, Vol. 1: Studies from the Chronicles of Rome","Crawford, F. Marion (Francis Marion)",1854.0,1909.0,81645,81645,Gut_13636
0,Rubens,"Bensusan, S. L. (Samuel Levy)",1872.0,1958.0,8656,8656,Gut_24286
0,Barbarians,"Chambers, Robert W. (Robert William)",1865.0,1933.0,57411,57411,Gut_11505
0,"Charles O'Malley, The Irish Dragoon, Volume 1","Lever, Charles James",1806.0,1872.0,169773,169773,Gut_41047
0,"The story of my struggles: the memoirs of Arminius Vambéry, Volume 1","Vámbéry, Ármin",1832.0,1913.0,55215,55215,Gut_31330
0,Beautiful Birds,"Selous, Edmund",1857.0,1934.0,50696,50696,Gut_31308
0,With Frederick the Great: A Story of the Seven Years' War,"Henty, G. A. (George Alfred)",1832.0,1902.0,123994,123994,Gut_7027
0,"Alice, or the Mysteries — Complete","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,151458,151458,Gut_41843
0,"The Three Cities Trilogy: Lourdes, Volume 4","Zola, Émile",1840.0,1902.0,37371,37371,Gut_40991
0,Burning Daylight,"London, Jack",1876.0,1916.0,112722,112722,Gut_40159
0,"America, Volume 6 (of 6)","Cook, Joel",1842.0,1910.0,76731,76731,Gut_25398
0,Instant of Decision,"Garrett, Randall",1927.0,1987.0,8606,8606,Gut_16388
0,The Philistines,"Bates, Arlo",1850.0,1918.0,96729,96729,Gut_41040
0,Monsieur de Camors — Volume 3,"Feuillet, Octave",1821.0,1890.0,28751,28751,Gut_22512
0,"The Complete Cynic: Being Bunches of Wisdom Culled from the Calendars of Oliver Herford, Ethel Watts Mumford, Addison Mizner","Herford, Oliver",1863.0,1935.0,3579,3579,Gut_27060
0,The Isle of Unrest,"Merriman, Henry Seton",1862.0,1903.0,74255,74255,Gut_41272
0,Concerning Sally,"Hopkins, William John",1863.0,1926.0,123209,123209,Gut_20621
0,Literary and Social Essays,"Curtis, George William",1824.0,1892.0,60031,60031,Gut_40730
0,The History of Samuel Titmarsh and the Great Hoggarty Diamond,"Thackeray, William Makepeace",1811.0,1863.0,49707,49707,Gut_6768
0,The Story of My Heart: An Autobiography,"Jefferies, Richard",1848.0,1887.0,31987,31987,Gut_9720
0,Threads of Grey and Gold,"Reed, Myrtle",1874.0,1911.0,59657,59657,Gut_15700
0,Turner: Five letters and a postscript.,"Hind, C. Lewis (Charles Lewis)",1862.0,1927.0,10711,10711,Gut_24423
0,Frank Merriwell Down South,"Standish, Burt L.",1866.0,1945.0,77671,77671,Gut_9176
0,Peter Ibbetson,"Du Maurier, George",1834.0,1896.0,90052,90052,Gut_41888
0,Mary,"Bjørnson, Bjørnstjerne",1832.0,1910.0,48069,48069,Gut_17433
0,Careless Jane and Other Tales,"Pyle, Katharine",1863.0,1938.0,3565,3565,Gut_10424
0,Sea Power in its Relations to the War of 1812. Volume 1,"Mahan, A. T. (Alfred Thayer)",1840.0,1914.0,139121,139121,Gut_11739
0,The Slizzers,"Bixby, Jerome",1923.0,1998.0,2876,2876,Gut_17896
0,Young Lives,"Le Gallienne, Richard",1866.0,1947.0,70935,70935,Gut_665
0,Our Little Turkish Cousin,"Wade, Mary Hazelton Blanchard",1860.0,1936.0,17876,17876,Gut_24872
0,Staccato Notes of a Vanished Summer (from Literature and Life),"Howells, William Dean",1837.0,1920.0,3585,3585,Gut_17862
0,Last of the Incas: A Romance of the Pampas,"Aimard, Gustave",1818.0,1883.0,58279,58279,Gut_26719
0,The Man with a Shadow,"Fenn, George Manville",1831.0,1909.0,123573,123573,Gut_18224
0,"Michael Penguyne; Or, Fisher Life on the Cornish Coast","Kingston, William Henry Giles",1814.0,1880.0,31946,31946,Gut_9729
0,The Rock of the Lion,"Seawell, Molly Elliot",1860.0,1916.0,66972,66972,Gut_29107
0,"Thomas Wingfold, Curate V1","MacDonald, George",1824.0,1905.0,51860,51860,Gut_38247
0,Erechtheus: A Tragedy (New Edition),"Swinburne, Algernon Charles",1837.0,1909.0,17206,17206,Gut_6137
0,Black Ivory,"Ballantyne, R. M. (Robert Michael)",1825.0,1894.0,91397,91397,Gut_8630
0,The Sixty-First Second,"Johnson, Owen",1878.0,1952.0,89275,89275,Gut_20617
0,Coming Attraction,"Leiber, Fritz",1910.0,1992.0,4970,4970,Gut_31557
0,The Common Objects of the Country,"Wood, J. G. (John George)",1827.0,1889.0,41064,41064,Gut_34217
0,By Conduct and Courage: A Story of the Days of Nelson,"Henty, G. A. (George Alfred)",1832.0,1902.0,126355,126355,Gut_13435
0,Girlhood and Womanhood: The Story of some Fortunes and Misfortunes,"Tytler, Sarah",1827.0,1914.0,98351,98351,Gut_6598
0,Cordova; A city of the Moors,"Calvert, Albert Frederick",1872.0,1946.0,24981,24981,Gut_37492
0,The Confessions of Harry Lorrequer — Complete,"Lever, Charles James",1806.0,1872.0,189863,189863,Gut_32584
0,The Puritans,"Bates, Arlo",1850.0,1918.0,115268,115268,Gut_40998
0,English Conferences of Ernest Renan: Rome and Christianity. Marcus Aurelius,"Renan, Ernest",1823.0,1892.0,34337,34337,Gut_25391
0,Hunted Down: The Detective Stories of Charles Dickens,"Dickens, Charles",1812.0,1870.0,8609,8609,Gut_40706
0,The Clansman: An Historical Romance of the Ku Klux Klan,"Dixon, Thomas, Jr.",1864.0,1946.0,89582,89582,Gut_11998
0,Discoveries: A Volume of Essays,"Yeats, W. B. (William Butler)",1865.0,1939.0,10713,10713,Gut_17253
0,"What I Remember, Volume 2","Trollope, Thomas Adolphus",1810.0,1892.0,101974,101974,Gut_1749
0,Hellhounds of the Cosmos,"Simak, Clifford D.",1904.0,1988.0,9945,9945,Gut_12513
0,"Report on the Radiolaria Collected by H.M.S. Challenger During the Years 1873-1876, First Part: Porulosa (Spumellaria and Acantharia): Report on the Scientific Results of the Voyage of H.M.S. Challenger During the Years 1873-76, Vol. XVIII","Haeckel, Ernst",1834.0,1919.0,439490,439490,Gut_26726
0,The Stronger Influence,"Young, F. E. Mills (Florence Ethel Mills)",1875.0,,66693,66693,Gut_21503
0,The Forerunners,"Rolland, Romain",1866.0,1944.0,65391,65391,Gut_15736
0,The Players,"Cole, Everett B.",1918.0,1977.0,19109,19109,Gut_9178
0,The Dreadnought Boys on Battle Practice,"Goldfrap, John Henry",1879.0,1917.0,55398,55398,Gut_29100
0,Poems of Purpose,"Wilcox, Ella Wheeler",1850.0,1919.0,14429,14429,Gut_39392
0,Martin Pippin in the Apple Orchard,"Farjeon, Eleanor",1881.0,1965.0,106435,106435,Gut_7486
0,German philosophy and politics,"Dewey, John",1859.0,1952.0,26509,26509,Gut_24875
0,Nobody's Boy: Sans Famille,"Malot, Hector",1830.0,1907.0,90867,90867,Gut_11168
0,"A Successful Shadow; Or, A Detective's Successful Quest",Old Sleuth,1837.0,1898.0,20666,20666,Gut_11954
0,The Lightning Conductor: The Strange Adventures of a Motor-Car,"Williamson, C. N. (Charles Norris)",1859.0,1920.0,95460,95460,Gut_17891
0,"The Underground City; Or, The Black Indies: (Sometimes Called The Child of the Cavern)","Verne, Jules",1828.0,1905.0,43699,43699,Gut_2564
0,Life Everlasting,"Fiske, John",1842.0,1901.0,10658,10658,Gut_18481
0,The Age of Shakespeare,"Swinburne, Algernon Charles",1837.0,1909.0,66881,66881,Gut_3019
0,"The Tipster: 1901, From ""Wall Street Stories""","Lefevre, Edwin",1871.0,1943.0,6874,6874,Gut_9711
0,"What Every Mother Should Know; or, How Six Little Children Were Taught The Truth","Sanger, Margaret",1879.0,1966.0,12568,12568,Gut_35938
0,Lost: 1898,"Bellamy, Edward",1850.0,1898.0,4814,4814,Gut_9375
0,"Personal Memoirs of P. H. Sheridan, General, United States Army — Volume 1","Sheridan, Philip Henry",1831.0,1888.0,104892,104892,Gut_12170
0,The Thorn in the Nest,"Finley, Martha",1828.0,1909.0,79677,79677,Gut_28019
0,The Tragic Bride,"Young, Francis Brett",1884.0,1954.0,51757,51757,Gut_11701
0,The Life of William Ewart Gladstone: Index,"Morley, John",1838.0,1923.0,38300,38300,Gut_25534
0,Kathleen,"Morley, Christopher",1890.0,1957.0,20321,20321,Gut_39957
0,"Mysterious Psychic Forces: An Account of the Author's Investigations in Psychical Research, Together with Those of Other European Savants","Flammarion, Camille",1842.0,1925.0,163906,163906,Gut_22375
0,Moby Multiple Language Lists of Common Words,"Ward, Grady",1951.0,,440,440,Gut_16372
0,The Story of Dago,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,18862,18862,Gut_5379
0,"John Leech's Pictures of Life and Character, Vol. 3 (of 3): From the Collection of ""Mr. Punch""","Leech, John",1817.0,1864.0,21475,21475,Gut_27664
0,"The History of Antiquity, Vol. 6 (of 6)","Duncker, Max",1811.0,1886.0,126768,126768,Gut_21593
0,Modern Italian Poets; Essays and Versions,"Howells, William Dean",1837.0,1920.0,89241,89241,Gut_40796
0,To The Gold Coast for Gold: A Personal Narrative. Vol. I,"Burton, Richard Francis, Sir",1821.0,1890.0,83835,83835,Gut_41220
0,"The Poems of Madison Cawein, Volume 2 (of 5): New world idylls and poems of love","Cawein, Madison Julius",1865.0,1914.0,62427,62427,Gut_34425
0,"The Papers and Writings of Abraham Lincoln, Complete","Lincoln, Abraham",1809.0,1865.0,358,358,Gut_16775
0,God's Good Man: A Simple Love Story,"Corelli, Marie",1855.0,1924.0,206381,206381,Gut_28248
0,Arachne — Volume 05,"Ebers, Georg",1837.0,1898.0,17333,17333,Gut_34617
0,Abraham Lincoln: A Play,"Drinkwater, John",1882.0,1937.0,18179,18179,Gut_854
0,"Ticket No. ""9672""","Verne, Jules",1828.0,1905.0,49287,49287,Gut_2538
0,"History of the English People, Volume VI: Puritan England, 1642-1660; The Revolution, 1660-1683","Green, John Richard",1837.0,1883.0,81388,81388,Gut_10476
0,Christmas at Thompson Hall,"Trollope, Anthony",1815.0,1882.0,16270,16270,Gut_37254
0,Ninety-Three,"Hugo, Victor",1802.0,1885.0,124090,124090,Gut_30243
0,Grim Tales,"Nesbit, E. (Edith)",1858.0,1924.0,23690,23690,Gut_23230
0,Joshua — Volume 4,"Ebers, Georg",1837.0,1898.0,20620,20620,Gut_34287
0,Departmental Ditties and Barrack Room Ballads,"Kipling, Rudyard",1865.0,1936.0,29048,29048,Gut_40550
0,The Making of a Prig,"Sharp, Evelyn",1869.0,1955.0,87635,87635,Gut_24829
0,"The Five Nations, Volume II","Kipling, Rudyard",1865.0,1936.0,11913,11913,Gut_38678
0,"The Missing Formula: Madge Sterling Series, #1","Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,23670,23670,Gut_23002
0,Erick and Sally,"Spyri, Johanna",1827.0,1901.0,36734,36734,Gut_265
0,The Woman Thou Gavest Me; Being the Story of Mary O'Neill,"Caine, Hall, Sir",1853.0,1931.0,239208,239208,Gut_3283
0,"Two Wonderful Detectives; Or, Jack and Gil's Marvelous Skill",Old Sleuth,1837.0,1898.0,21571,21571,Gut_11937
0,The Red Lily — Volume 03,"France, Anatole",1844.0,1924.0,25614,25614,Gut_22329
0,Love under Fire,"Parrish, Randall",1858.0,1923.0,80833,80833,Gut_1376
0,The Young Forester,"Grey, Zane",1872.0,1939.0,50046,50046,Gut_6361
0,Ernest Maltravers — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,13168,13168,Gut_40339
0,"The Cobbler In The Devil's Kitchen: From ""Mackinac And Lake Stories"", 1899","Catherwood, Mary Hartwell",1847.0,1902.0,4733,4733,Gut_9775
0,The Answer,"Piper, H. Beam",1904.0,1964.0,4582,4582,Gut_5984
0,Evan Harrington — Volume 6,"Meredith, George",1828.0,1909.0,22089,22089,Gut_26577
0,Donald Ross of Heimra (Volume 1 of 3),"Black, William",1841.0,1898.0,50922,50922,Gut_25550
0,"The Motor Routes of France: To the Châteaux of Touraine, Biarritz, the Pyrenees, the Riviera, & the Rhone Valley","Home, Gordon",1878.0,1969.0,81280,81280,Gut_36147
0,Samantha among the Brethren — Volume 7,"Holley, Marietta",1836.0,1926.0,19225,19225,Gut_41643
0,The Traditional Text of the Holy Gospels,"Burgon, John William",1813.0,1888.0,105453,105453,Gut_22123
0,The Emperor of Portugallia,"Lagerlöf, Selma",1858.0,1940.0,62274,62274,Gut_3089
0,"Southern Spain, Painted by Trevor Haddon, Described by A. F. Calvert","Calvert, Albert Frederick",1872.0,1946.0,53044,53044,Gut_21309
0,Sight Unseen,"Rinehart, Mary Roberts",1876.0,1958.0,34361,34361,Gut_6968
0,Journal of a Residence on a Georgian Plantation: 1838-1839,"Kemble, Fanny",1809.0,1893.0,112378,112378,Gut_1715
0,What's Wrong with the World,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,60066,60066,Gut_5187
0,Left Guard Gilbert,"Barbour, Ralph Henry",1870.0,1944.0,62564,62564,Gut_11930
0,"White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X","Dostoyevsky, Fyodor",1821.0,1881.0,118682,118682,Gut_19705
0,Bunyan Characters (2nd Series),"Whyte, Alexander",1836.0,1921.0,85928,85928,Gut_6392
0,Aunt Jane's Nieces out West,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,51578,51578,Gut_262
0,The Secret Agent: A Simple Tale,"Conrad, Joseph",1857.0,1924.0,90306,90306,Gut_41816
0,Queen Hortense: A Life Picture of the Napoleonic Era,"Mühlbach, L. (Luise)",1814.0,1873.0,96214,96214,Gut_1378
0,"The Airship Boys' Ocean Flyer; Or, New York to London in Twelve Hours","Sayler, H. L. (Harry Lincoln)",1863.0,1913.0,64126,64126,Gut_30272
0,Froebel's Gifts,"Wiggin, Kate Douglas Smith",1856.0,1923.0,47996,47996,Gut_15551
0,The Procurator of Judea,"France, Anatole",1844.0,1924.0,4956,4956,Gut_37601
0,"Eli: First published in the ""Century Magazine""","Chaplin, Heman White",1847.0,1924.0,9275,9275,Gut_9571
0,"Retrospect of Western Travel, Volume 1 (of 2)","Martineau, Harriet",1802.0,1876.0,113221,113221,Gut_23201
0,A Modern Cinderella,"Douglas, Amanda M.",1831.0,1916.0,55581,55581,Gut_13494
0,Uarda : a Romance of Ancient Egypt — Volume 03,"Ebers, Georg",1837.0,1898.0,19811,19811,Gut_34070
0,Anne Hereford: A Novel,"Wood, Henry, Mrs.",1814.0,1887.0,165071,165071,Gut_36727
0,The Everlasting Arms,"Hocking, Joseph",1860.0,1937.0,111303,111303,Gut_22327
0,The Evolution of an Empire: A Brief Historical Sketch of Germany,"Parmele, Mary Platt",1843.0,1911.0,8902,8902,Gut_18088
0,"Kotto: Being Japanese Curios, with Sundry Cobwebs","Hearn, Lafcadio",1850.0,1904.0,35961,35961,Gut_34887
0,Stand By The Union,"Optic, Oliver",1822.0,1897.0,69285,69285,Gut_6350
0,Initials Only,"Green, Anna Katharine",1846.0,1935.0,84992,84992,Gut_6162
0,A Fair Penitent,"Collins, Wilkie",1824.0,1889.0,4491,4491,Gut_7276
0,The Gospel: An Exposition of its First Principles: Revised and Enlarged Edition,"Roberts, B. H. (Brigham Henry)",1857.0,1933.0,84655,84655,Gut_28246
0,"Night and Morning, Volume 4","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,28216,28216,Gut_41820
0,English Literature: Its History and Its Significance for the Life of the English-Speaking World,"Long, William J. (William Joseph)",1867.0,1952.0,211505,211505,Gut_402
0,Connaught,"Gwynn, Stephen Lucius",1864.0,1950.0,14447,14447,Gut_25901
0,Hampstead and Marylebone,"Mitton, G. E. (Geraldine Edith)",1868.0,1955.0,26676,26676,Gut_14448
0,The Firebrand,"Crockett, S. R. (Samuel Rutherford)",1860.0,1914.0,139631,139631,Gut_17691
0,"Over the Side: Captains All, Book 6.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,2703,2703,Gut_862
0,Instead of the Thorn: A Novel,"Burnham, Clara Louise",1854.0,1927.0,67802,67802,Gut_33060
0,"Isabel Clarendon, Vol. 2 (of 2)","Gissing, George",1857.0,1903.0,66112,66112,Gut_34077
0,Shireen and her Friends: Pages from the Life of a Persian Cat,"Stables, Gordon",1840.0,1910.0,62721,62721,Gut_21551
0,The Phantom Of Bogue Holauba: 1911,"Murfree, Mary Noailles",1850.0,1922.0,6603,6603,Gut_10024
0,"Judith, a Play in Three Acts; Founded on the Apocryphal Book of Judith","Bennett, Arnold",1867.0,1931.0,18381,18381,Gut_1971
0,Landed Gentry: A Comedy in Four Acts,"Maugham, W. Somerset (William Somerset)",1874.0,1965.0,24176,24176,Gut_31195
0,Avril: Being Essays on the Poetry of the French Renaissance,"Belloc, Hilaire",1870.0,1953.0,26024,26024,Gut_6368
0,White Fire,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,37120,37120,Gut_24447
0,A Yankee Girl at Shiloh,"Curtis, Alice Turner",1860.0,1958.0,39466,39466,Gut_36182
0,"A Publisher and His Friends: Memoir and Correspondence of John Murray; with an Account of the Origin and Progress of the House, 1768-1843","Smiles, Samuel",1812.0,1904.0,153070,153070,Gut_637
0,The Torch and Other Tales,"Phillpotts, Eden",1862.0,1960.0,93016,93016,Gut_4090
0,Diary of a Pilgrimage,"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,41574,41574,Gut_7427
0,The Children's Book of Stars,"Mitton, G. E. (Geraldine Edith)",1868.0,1955.0,46303,46303,Gut_13800
0,"The World for Sale, Volume 2.","Parker, Gilbert",1862.0,1932.0,51286,51286,Gut_39101
0,"Chips from a German Workshop, Volume 4: Essays Chiefly on the Science of Language","Müller, F. Max (Friedrich Max)",1823.0,1900.0,27601,27601,Gut_14817
0,"Dialstone Lane, Part 4.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,9743,9743,Gut_1340
0,The Last Crusade,"Smith, George H. (George Henry)",1922.0,1996.0,4874,4874,Gut_37639
0,The Stoker and the Stars,"Budrys, Algis",1931.0,2008.0,4403,4403,Gut_9549
0,Frederick the Great and His Family: A Historical Novel,"Mühlbach, L. (Luise)",1814.0,1873.0,256354,256354,Gut_19136
0,On the Stage--and Off: The Brief Career of a Would-Be Actor,"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,39437,39437,Gut_29591
0,The Dwelling Place of Light — Volume 2,"Churchill, Winston",1871.0,1947.0,44966,44966,Gut_20078
0,"Rujub, the Juggler","Henty, G. A. (George Alfred)",1832.0,1902.0,149280,149280,Gut_39969
0,Index of the Project Gutenberg Works of John McElroy,"McElroy, John",1846.0,1929.0,6109,6109,Gut_38087
0,"The Works of Robert G. Ingersoll, Vol. 09 (of 12): Dresden Edition—Political","Ingersoll, Robert Green",1833.0,1899.0,124955,124955,Gut_21996
0,Red Fleece,"Comfort, Will Levington",1878.0,1932.0,52301,52301,Gut_39155
0,An Old Story of My Farming Days Vol. 3 (of 3).: (Ut Mine Stromtid),"Reuter, Fritz",1810.0,1874.0,95476,95476,Gut_19552
0,Judy,"Bailey, Temple",1869.0,1953.0,50687,50687,Gut_5740
0,Up Terrapin River,"Read, Opie Percival",1852.0,1939.0,36729,36729,Gut_26975
0,"Life on the Mississippi, Part 6.","Twain, Mark",1835.0,1910.0,13260,13260,Gut_40955
0,"Lo, Michael!","Hill, Grace Livingston",1865.0,1947.0,109576,109576,Gut_41887
0,Swallow: A Tale of the Great Trek,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,106898,106898,Gut_23609
0,Vinzi: A Story of the Swiss Alps,"Spyri, Johanna",1827.0,1901.0,59549,59549,Gut_38417
0,The Lighted Way,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,90355,90355,Gut_4202
0,"Establishing Relations: Odd Craft, Part 7.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,3755,3755,Gut_1542
0,The White Linen Nurse,"Abbott, Eleanor Hallowell",1872.0,1958.0,45624,45624,Gut_3215
0,Making His Mark,"Alger, Horatio, Jr.",1832.0,1899.0,52607,52607,Gut_34675
0,The Perfect Wagnerite: A Commentary on the Niblung's Ring,"Shaw, Bernard",1856.0,1950.0,41008,41008,Gut_3488
0,"Guy Kenmore's Wife, and The Rose and the Lily","Miller, Alex. McVeigh, Mrs.",1850.0,1937.0,105494,105494,Gut_25535
0,Affairs of State: Being an Account of Certain Surprising Adventures Which Befell an American Family in the Land of Windmills,"Stevenson, Burton Egbert",1872.0,1962.0,46971,46971,Gut_238
0,"Weymouth New Testament in Modern Speech, 1 Timothy","Weymouth, Richard Francis",1822.0,1902.0,2813,2813,Gut_41242
0,The Double Life Of Mr. Alfred Burton,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,66089,66089,Gut_5129
0,A Bird Calendar for Northern India,"Dewar, Douglas",1875.0,1957.0,42297,42297,Gut_5915
0,Ovington's Bank,"Weyman, Stanley John",1855.0,1928.0,158093,158093,Gut_22146
0,Æsthetic as science of expression and general linguistic,"Croce, Benedetto",1866.0,1952.0,176313,176313,Gut_34211
0,The Titan,"Dreiser, Theodore",1871.0,1945.0,193549,193549,Gut_19935
0,The Day of Wrath,"Jókai, Mór",1825.0,1904.0,83020,83020,Gut_10070
0,More Science from an Easy Chair,"Lankester, E. Ray (Edwin Ray), Sir",1847.0,1929.0,100018,100018,Gut_12515
0,"Les Misérables, v. 2/5: Cosette","Hugo, Victor",1802.0,1885.0,95670,95670,Gut_29768
0,Little Grandfather,"May, Sophie",1833.0,1906.0,26485,26485,Gut_11390
0,King--of the Khyber Rifles: A Romance of Adventure,"Mundy, Talbot",1879.0,1940.0,103654,103654,Gut_38870
0,Original Short Stories — Volume 07,"Maupassant, Guy de",1850.0,1893.0,38781,38781,Gut_15354
0,A Woman-Hater,"Reade, Charles",1814.0,1884.0,156034,156034,Gut_20281
0,North of Boston,"Frost, Robert",1874.0,1963.0,16969,16969,Gut_14888
0,The Crisis — Volume 05,"Churchill, Winston",1871.0,1947.0,27529,27529,Gut_33696
0,Our Little French Cousin,"McManus, Blanche",1869.0,1935.0,22305,22305,Gut_26176
0,That Stick,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,72588,72588,Gut_7480
