,doc_id,author,authoryearofbirth,authoryearofdeath,no_words,len,Gut_id
0,"Astronomical Myths: Based on Flammarions's ""History of the Heavens""","Flammarion, Camille",1842.0,1925.0,95132,95132,Gut_20093
0,Holidays at Roselands: A Sequel to Elsie Dinsmore,"Finley, Martha",1828.0,1909.0,92414,92414,Gut_3038
0,When Grandmamma Was New: The Story of a Virginia Childhood,"Harland, Marion",1830.0,1922.0,51720,51720,Gut_11182
0,Character,"Smiles, Samuel",1812.0,1904.0,118236,118236,Gut_11344
0,The Californiacs,"Gillmore, Inez Haynes",1873.0,1970.0,7968,7968,Gut_17281
0,The Old Franciscan Missions Of California,"James, George Wharton",1858.0,1923.0,66074,66074,Gut_2748
0,The Inevitable,"Couperus, Louis",1863.0,1923.0,87316,87316,Gut_25515
0,King of Ranleigh: A School Story,"Brereton, F. S. (Frederick Sadleir)",1872.0,,86813,86813,Gut_25388
0,Checkmate,"Le Fanu, Joseph Sheridan",1814.0,1873.0,159630,159630,Gut_21728
0,The heart of happy hollow: A collection of stories,"Dunbar, Paul Laurence",1872.0,1906.0,44496,44496,Gut_10853
0,Write It Right: A Little Blacklist of Literary Faults,"Bierce, Ambrose",1842.0,1913.0,12344,12344,Gut_1750
0,The Night Side of London,"Ritchie, J. Ewing (James Ewing)",1820.0,1898.0,47722,47722,Gut_16996
0,Adventures in Wallypug-Land,"Farrow, G. E. (George Edward)",1866.0,,35555,35555,Gut_32569
0,The Idle Thoughts of an Idle Fellow,"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,41837,41837,Gut_40975
0,The Gentle Grafter,"Henry, O.",1862.0,1910.0,43981,43981,Gut_5794
0,The Philippines a Century Hence,"Rizal, José",1861.0,1896.0,15808,15808,Gut_19586
0,Records of Later Life,"Kemble, Fanny",1809.0,1893.0,281680,281680,Gut_15179
0,"Yellow Thunder, Our Little Indian Cousin","Wade, Mary Hazelton Blanchard",1860.0,1936.0,15544,15544,Gut_25718
0,In Happy Valley,"Fox, John, Jr.",1862.0,1919.0,25211,25211,Gut_7453
0,Two Men: A Romance of Sussex,"Ollivant, Alfred",1874.0,1927.0,86155,86155,Gut_36559
0,"History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1600-02","Motley, John Lothrop",1814.0,1877.0,12702,12702,Gut_29783
0,Joseph Smith the Prophet-Teacher: A Discourse,"Roberts, B. H. (Brigham Henry)",1857.0,1933.0,15565,15565,Gut_19116
0,Complete Project Gutenberg William Dean Howells Works,"Howells, William Dean",1837.0,1920.0,9385,9385,Gut_18039
0,Mike Fletcher: A Novel,"Moore, George",1852.0,1933.0,90706,90706,Gut_4825
0,Ballads,"Thackeray, William Makepeace",1811.0,1863.0,38916,38916,Gut_12731
0,"Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War — Complete (1609-15)","Motley, John Lothrop",1814.0,1877.0,119314,119314,Gut_29914
0,Kissing the Rod: A Novel. (Vol. 3 of 3),"Yates, Edmund",1831.0,1894.0,48578,48578,Gut_37220
0,Indian Tales,"Kipling, Rudyard",1865.0,1936.0,168277,168277,Gut_41092
0,Jennie Gerhardt: A Novel,"Dreiser, Theodore",1871.0,1945.0,129131,129131,Gut_13889
0,The Puzzle in the Pond: A Judy Bolton Mystery,"Sutton, Margaret",1903.0,2001.0,35593,35593,Gut_34697
0,Guy Rivers: A Tale of Georgia,"Simms, William Gilmore",1806.0,1870.0,184691,184691,Gut_4489
0,Jean of the Lazy A,"Bower, B. M.",1871.0,1940.0,72350,72350,Gut_33674
0,The Rough Road,"Locke, William John",1863.0,1930.0,95741,95741,Gut_13041
0,The Mystery Ship: A Story of the 'Q' Ships During the Great War,"Westerman, Percy F. (Percy Francis)",1876.0,1959.0,65406,65406,Gut_31311
0,"Excursions, and Poems: The Writings of Henry David Thoreau, Volume 05 (of 20)","Thoreau, Henry David",1817.0,1862.0,112374,112374,Gut_25147
0,My First Voyage to Southern Seas,"Kingston, William Henry Giles",1814.0,1880.0,137599,137599,Gut_8412
0,The Chaplain of the Fleet,"Besant, Walter",1836.0,1901.0,160661,160661,Gut_27610
0,Mrs. Peter Rabbit,"Burgess, Thornton W. (Thornton Waldo)",1874.0,1965.0,22274,22274,Gut_36762
0,"John Marchmont's Legacy, Volumes 1-3","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,192815,192815,Gut_18462
0,Abandoned,"Verne, Jules",1828.0,1905.0,67917,67917,Gut_17618
0,"Gordon Craig, Soldier of Fortune","Parrish, Randall",1858.0,1923.0,71705,71705,Gut_5590
0,Note-Book of Anton Chekhov,"Chekhov, Anton Pavlovich",1860.0,1904.0,24983,24983,Gut_1766
0,Tangled Trails: A Western Detective Story,"Raine, William MacLeod",1871.0,1954.0,67581,67581,Gut_5100
0,Seeing France with Uncle John,"Warner, Anne",1869.0,1913.0,35486,35486,Gut_19312
0,The Chapter Ends,"Anderson, Poul",1926.0,2001.0,8757,8757,Gut_23881
0,The Man with a Secret: A Novel,"Hume, Fergus",1859.0,1932.0,91629,91629,Gut_34836
0,"Frank Reade Jr. and His Engine of the Clouds: Or, Chased Around the World in the Sky","Senarens, Luis",1863.0,1939.0,28144,28144,Gut_34238
0,Problem on Balak,"Aycock, Roger D.",1914.0,2004.0,4782,4782,Gut_17886
0,"Boy Scouts on the Open Plains; Or, The Round-Up Not Ordered","Ralphson, G. Harvey (George Harvey)",1879.0,1940.0,59463,59463,Gut_28203
0,The Holy Roman Empire,"Bryce, James Bryce, Viscount",1838.0,1922.0,135408,135408,Gut_26399
0,"Roughing It, Part 7.","Twain, Mark",1835.0,1910.0,21633,21633,Gut_41059
0,Two Little Women,"Wells, Carolyn",1862.0,1942.0,62403,62403,Gut_15389
0,A Middy of the Slave Squadron: A West African Story,"Collingwood, Harry",1851.0,1922.0,101228,101228,Gut_8049
0,The Film Mystery,"Reeve, Arthur B. (Arthur Benjamin)",1880.0,1936.0,78277,78277,Gut_32799
0,Alroy: The Prince of the Captivity,"Disraeli, Benjamin, Earl of Beaconsfield",1804.0,1881.0,85397,85397,Gut_7233
0,Hyperion,"Longfellow, Henry Wadsworth",1807.0,1882.0,70529,70529,Gut_34032
0,"The Story of My Mind; Or, How I Became a Rationalist","Mangasarian, M. M. (Mangasar Mugurditch)",1859.0,1943.0,27904,27904,Gut_27425
0,Reminiscences of a South African Pioneer,"Scully, W. C. (William Charles)",1855.0,1943.0,61989,61989,Gut_10095
0,"The Adventures of Tom Sawyer, Part 2.","Twain, Mark",1835.0,1910.0,10716,10716,Gut_39947
0,Cousin Lucy's Conversations: By the Author of the Rollo Books,"Abbott, Jacob",1803.0,1879.0,33249,33249,Gut_31316
0,The Philosophy of the Practical: Economic and Ethic,"Croce, Benedetto",1866.0,1952.0,129635,129635,Gut_34456
0,Harold : the Last of the Saxon Kings — Complete,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,198945,198945,Gut_40381
0,The Senator's Favorite,"Miller, Alex. McVeigh, Mrs.",1850.0,1937.0,63213,63213,Gut_34690
0,Harold : the Last of the Saxon Kings — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,10335,10335,Gut_40375
0,Peg Woffington,"Reade, Charles",1814.0,1884.0,54084,54084,Gut_20290
0,Applied Psychology: Driving Power of Thought: Being the Third in a Series of Twelve Volumes on the Applications of Psychology to the Problems of Personal and Business Efficiency,"Hilton, Warren",1874.0,1958.0,11264,11264,Gut_17244
0,The Master-Christian,"Corelli, Marie",1855.0,1924.0,220197,220197,Gut_25386
0,Oxford and Its Story,"Headlam, Cecil",1872.0,1934.0,121002,121002,Gut_28036
0,Harrigan,"Brand, Max",1892.0,1944.0,65424,65424,Gut_41862
0,The Dwelling Place of Light — Volume 1,"Churchill, Winston",1871.0,1947.0,48368,48368,Gut_20069
0,"The Life of John Marshall, Volume 1: Frontiersman, soldier, lawmaker, 1755-1788","Beveridge, Albert J. (Albert Jeremiah)",1862.0,1927.0,146352,146352,Gut_23288
0,Witching Hill,"Hornung, E. W. (Ernest William)",1866.0,1921.0,57325,57325,Gut_18001
0,The Romance of Zion Chapel [3d ed.],"Le Gallienne, Richard",1866.0,1947.0,45906,45906,Gut_686
0,The Egyptian Cat Mystery: A Rick Brant Science-Adventure Story,"Goodwin, Harold L. (Harold Leland)",1914.0,1990.0,40316,40316,Gut_15974
0,"The Correspondence of Thomas Carlyle and Ralph Waldo Emerson, 1834-1872, Vol. I","Emerson, Ralph Waldo",1803.0,1882.0,88702,88702,Gut_2580
0,Mudfog and Other Sketches,"Dickens, Charles",1812.0,1870.0,30651,30651,Gut_41418
0,A Frenchman in America: Recollections of Men and Things,"O'Rell, Max",1848.0,1903.0,70344,70344,Gut_16529
0,"Five Acres Too Much: A truthful elucidation of the attractions of the country, and a careful consideration of the question of profit and loss as involved in amateur farming, with much valuable advice and instruction to those about purchasing large or small places in the rural districts","Roosevelt, Robert Barnwell",1829.0,1906.0,62853,62853,Gut_34679
0,The Papers and Writings of Abraham Lincoln — Volume 1: 1832-1843,"Lincoln, Abraham",1809.0,1865.0,79240,79240,Gut_12189
0,A Pair of Clogs,"Walton, Amy",1848.0,1899.0,44975,44975,Gut_9982
0,Memories and Studies,"James, William",1842.0,1910.0,65626,65626,Gut_7818
0,"Gospel Themes: A Treatise on Salient Features of ""Mormonism""","Whitney, Orson F. (Orson Ferguson)",1855.0,1931.0,57956,57956,Gut_31139
0,Far Past the Frontier,"Braden, James A. (James Andrew)",1872.0,1955.0,48267,48267,Gut_11992
0,"Dave Porter's Great Search; Or, The Perils of a Young Civil Engineer","Stratemeyer, Edward",1862.0,1930.0,66435,66435,Gut_35109
0,Triplanetary,"Smith, E. E. (Edward Elmer)",1890.0,1965.0,57118,57118,Gut_7827
0,Just So Stories,"Kipling, Rudyard",1865.0,1936.0,28785,28785,Gut_13064
0,The White Wampum,"Johnson, E. Pauline",1861.0,1913.0,13264,13264,Gut_33007
0,Turkey; the Awakening of Turkey; the Turkish Revolution of 1908,"Knight, E. F. (Edward Frederick)",1852.0,1925.0,80089,80089,Gut_31750
0,The Wonder of War on Land,"Rolt-Wheeler, Francis",1876.0,1960.0,73886,73886,Gut_27407
0,The Lady of the Aroostook,"Howells, William Dean",1837.0,1920.0,75410,75410,Gut_40501
0,Pygmalion's Spectacles,"Weinbaum, Stanley G. (Stanley Grauman)",1902.0,1935.0,7016,7016,Gut_9511
0,Those Extraordinary Twins,"Twain, Mark",1835.0,1910.0,397,397,Gut_16186
0,The King's Arrow: A Tale of the United Empire Loyalists,"Cody, H. A. (Hiram Alfred)",1872.0,1948.0,82274,82274,Gut_4800
0,Lincoln Letters,"Lincoln, Abraham",1809.0,1865.0,1113,1113,Gut_40733
0,The Surprising Adventures of the Magical Monarch of Mo and His People,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,32618,32618,Gut_4458
0,Sister Carrie,"Dreiser, Theodore",1871.0,1945.0,156341,156341,Gut_32777
0,Will of the Mill,"Fenn, George Manville",1831.0,1909.0,32687,32687,Gut_8295
0,The Biglow Papers,"Lowell, James Russell",1819.0,1891.0,47575,47575,Gut_9347
0,"Sinister Street, vol. 1","MacKenzie, Compton",1883.0,1972.0,152412,152412,Gut_17850
0,Some Chinese Ghosts,"Hearn, Lafcadio",1850.0,1904.0,21727,21727,Gut_4460
0,Fast in the Ice: Adventures in the Polar Regions,"Ballantyne, R. M. (Robert Michael)",1825.0,1894.0,28245,28245,Gut_9971
0,"Life on the Mississippi, Part 11.","Twain, Mark",1835.0,1910.0,13423,13423,Gut_40961
0,The Blue Pavilions,"Quiller-Couch, Arthur",1863.0,1944.0,63940,63940,Gut_7211
0,John Thorndyke's Cases: related by Christopher Jervis and edited by R. Austin Freeman,"Freeman, R. Austin (Richard Austin)",1862.0,1943.0,79503,79503,Gut_2763
0,A Poor Wise Man,"Rinehart, Mary Roberts",1876.0,1958.0,124325,124325,Gut_7023
0,The Red Cross Girl,"Davis, Richard Harding",1864.0,1916.0,66904,66904,Gut_5310
0,Helena's Path,"Hope, Anthony",1863.0,1933.0,30192,30192,Gut_20428
0,"A History of the Old English Letter Foundries: with Notes, Historical and Bibliographical, on the Rise and Progress of English Typography.","Reed, Talbot Baines",1852.0,1893.0,178645,178645,Gut_34028
0,Breeder Reaction,"Marks, Winston K. (Winston Kinney)",1915.0,1979.0,4226,4226,Gut_16378
0,Miss Mephistopheles: A Novel: (Sequel to Madame Midas.),"Hume, Fergus",1859.0,1932.0,63430,63430,Gut_34814
0,Cast Upon the Breakers,"Alger, Horatio, Jr.",1832.0,1899.0,55956,55956,Gut_22971
0,The Mercer Boys on a Treasure Hunt,"Wyckoff, Capwell",1903.0,1953.0,51309,51309,Gut_33490
0,Ex Voto: An Account of the Sacro Monte or New Jerusalem at Varallo-Sesia: With Some Notice of Tabachetti's Remaining Work at the Sanctuary of Crea,"Butler, Samuel",1835.0,1902.0,60959,60959,Gut_23602
0,The Passion for Life,"Hocking, Joseph",1860.0,1937.0,111315,111315,Gut_23054
0,International Law. A Treatise. Volume 2 (of 2): War and Neutrality. Second Edition,"Oppenheim, L. (Lassa)",1858.0,1919.0,276795,276795,Gut_23868
0,The Coral Island,"Ballantyne, R. M. (Robert Michael)",1825.0,1894.0,98949,98949,Gut_8602
0,Jack Harkaway's Boy Tinker Among The Turks: Book Number Fifteen in the Jack Harkaway Series,"Hemyng, Bracebridge",1841.0,1901.0,83431,83431,Gut_7478
0,"Joseph Pennell's Pictures of the Wonder of Work: Reproductions of a Series of Drawings, Etchings, and Lithographs, Made by Him about the World, 1881-1915, with Impressions and Notes by the Artist","Pennell, Joseph",1857.0,1926.0,9741,9741,Gut_36572
0,His Excellency [Son Exc. Eugène Rougon],"Zola, Émile",1840.0,1902.0,150905,150905,Gut_35793
0,Many Gods,"Rice, Cale Young",1872.0,1943.0,8968,8968,Gut_14848
0,Confessions of a Thug,"Taylor, Meadows",1808.0,1876.0,225457,225457,Gut_26977
0,Ralph Waldo Emerson,"Holmes, Oliver Wendell",1809.0,1894.0,102279,102279,Gut_1918
0,A Rogue's Life,"Collins, Wilkie",1824.0,1889.0,47548,47548,Gut_4200
0,"Lawyer Quince: Odd Craft, Part 5.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,4121,4121,Gut_1540
0,A Christmas Carol,"Dickens, Charles",1812.0,1870.0,29356,29356,Gut_6765
0,A Thorny Path — Volume 09,"Ebers, Georg",1837.0,1898.0,14781,14781,Gut_34822
0,"Captain Cook: His Life, Voyages, and Discoveries","Kingston, William Henry Giles",1814.0,1880.0,92686,92686,Gut_10885
0,Thorley Weir,"Benson, E. F. (Edward Frederic)",1867.0,1940.0,90186,90186,Gut_28025
0,A Daughter of the Morning,"Gale, Zona",1874.0,1938.0,50035,50035,Gut_31934
0,The Planet Savers,"Bradley, Marion Zimmer",1930.0,1999.0,27125,27125,Gut_15993
0,"The Works of Robert G. Ingersoll, Vol. 07 (of 12): Dresden Edition—Discussions","Ingersoll, Robert Green",1833.0,1899.0,115128,115128,Gut_21994
0,"The Damned Thing: 1898, From ""In the Midst of Life""","Bierce, Ambrose",1842.0,1913.0,3264,3264,Gut_9712
0,Christine: A Fife Fisher Girl,"Barr, Amelia E.",1831.0,1919.0,91077,91077,Gut_16385
0,Fairy Book,"May, Sophie",1833.0,1906.0,23254,23254,Gut_12725
0,To Let,"Galsworthy, John",1867.0,1933.0,88026,88026,Gut_21507
0,"The Infidel; or, the Fall of Mexico. Vol. I.","Bird, Robert Montgomery",1806.0,1854.0,71556,71556,Gut_18449
0,The Black Arrow: A Tale of Two Roses,"Stevenson, Robert Louis",1850.0,1894.0,79548,79548,Gut_40968
0,What Will He Do with It? — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,26057,26057,Gut_40366
0,From Dublin to Chicago: Some Notes on a Tour in America,"Birmingham, George A.",1865.0,1950.0,57862,57862,Gut_35563
0,Inventing for Boys,"Collins, A. Frederick (Archie Frederick)",1869.0,1952.0,54938,54938,Gut_30011
0,Darius the Great: Makers of History,"Abbott, Jacob",1803.0,1879.0,54922,54922,Gut_13055
0,"Weymouth New Testament in Modern Speech, 1 Thessalonians","Weymouth, Richard Francis",1822.0,1902.0,2205,2205,Gut_41240
0,Mutineer,"Shea, Robert",1933.0,1994.0,3733,3733,Gut_14042
0,Monsieur de Camors — Complete,"Feuillet, Octave",1821.0,1890.0,86784,86784,Gut_22520
0,The Parasite: A Story,"Doyle, Arthur Conan",1859.0,1930.0,17791,17791,Gut_19339
0,Nancy Brandon,"Garis, Lilian",1873.0,1954.0,42575,42575,Gut_27436
0,"Aftermath: Part second of ""A Kentucky Cardinal""","Allen, James Lane",1849.0,1925.0,21236,21236,Gut_2560
0,"In Love With the Czarina, and Other Stories","Jókai, Mór",1825.0,1904.0,36586,36586,Gut_18485
0,Quotations from the PG Collected Works of Gilbert Parker,"Parker, Gilbert",1862.0,1932.0,13846,13846,Gut_39362
0,"The Lands of the Saracen: Pictures of Palestine, Asia Minor, Sicily, and Spain","Taylor, Bayard",1825.0,1878.0,128689,128689,Gut_666
0,Our Little Dutch Cousin,"McManus, Blanche",1869.0,1935.0,19760,19760,Gut_24871
0,The Letters of Henry James (Vol. I),"James, Henry",1843.0,1916.0,137736,137736,Gut_21967
0,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life","Anderson, Sherwood",1876.0,1941.0,74174,74174,Gut_24429
0,"The Winning of the West, Volume 2: From the Alleghanies to the Mississippi, 1777-1783","Roosevelt, Theodore",1858.0,1919.0,128527,128527,Gut_1311
0,Danger at the Drawbridge,"Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,41229,41229,Gut_18471
0,Legends That Every Child Should Know; a Selection of the Great Legends of All Times for Young People,"Mabie, Hamilton Wright",1846.0,1916.0,76333,76333,Gut_39396
0,Applied Psychology: Making Your Own World: Being the Second of a Series of Twelve Volumes on the; Applications of Psychology to the Problems of Personal and; Business Efficiency,"Hilton, Warren",1874.0,1958.0,6568,6568,Gut_13436
0,Mysticism and Logic and Other Essays,"Russell, Bertrand",1872.0,1970.0,71824,71824,Gut_11361
0,My Days and Nights on the Battle-Field,"Coffin, Charles Carleton",1823.0,1896.0,66151,66151,Gut_13604
0,The Peep of Day,"Mortimer, Favell Lee",1802.0,1878.0,32960,32960,Gut_33667
0,New Poems,"Lawrence, D. H. (David Herbert)",1885.0,1930.0,7493,7493,Gut_9385
0,The Bride of the Nile — Volume 04,"Ebers, Georg",1837.0,1898.0,16967,16967,Gut_34670
0,"Personal Memoirs of P. H. Sheridan, General, United States Army — Volume 2","Sheridan, Philip Henry",1831.0,1888.0,94334,94334,Gut_12180
0,A Summer in Leslie Goldthwaite's Life.,"Whitney, A. D. T. (Adeline Dutton Train)",1824.0,1906.0,61720,61720,Gut_833
0,The Inside of the Cup — Volume 07,"Churchill, Winston",1871.0,1947.0,24228,24228,Gut_33455
0,A Forest Hearth: A Romance of Indiana in the Thirties,"Major, Charles",1856.0,1913.0,94143,94143,Gut_14277
0,At Pinney's Ranch: 1898,"Bellamy, Edward",1850.0,1898.0,5647,5647,Gut_9371
0,"A Changed Man, and Other Tales","Hardy, Thomas",1840.0,1928.0,87402,87402,Gut_15163
0,The Camp Fire Girls Behind the Lines,"Vandercook, Margaret",1876.0,,42744,42744,Gut_17634
0,The Life of John Taylor: Third President of the Church of Jesus Christ of Latter-Day Saints,"Roberts, B. H. (Brigham Henry)",1857.0,1933.0,133378,133378,Gut_27293
0,Government in Republican China,"Linebarger, Paul Myron Anthony",1913.0,1966.0,75042,75042,Gut_23257
0,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 19","Stevenson, Robert Louis",1850.0,1894.0,95626,95626,Gut_15507
0,A Rent In A Cloud,"Lever, Charles James",1806.0,1872.0,69756,69756,Gut_16382
0,"Lotta Schmidt, and Other Stories","Trollope, Anthony",1815.0,1882.0,78337,78337,Gut_34072
0,The Secret of Lonesome Cove,"Adams, Samuel Hopkins",1871.0,1958.0,61622,61622,Gut_19964
0,The Snowball,"Weyman, Stanley John",1855.0,1928.0,6833,6833,Gut_22325
0,"The White Cat: Captains All, Book 10.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,4481,4481,Gut_867
0,The Book,"Shaara, Michael",1928.0,1988.0,7554,7554,Gut_16574
0,In a Quiet Village,"Baring-Gould, S. (Sabine)",1834.0,1924.0,63539,63539,Gut_35702
0,The Seventh Order,"Sohl, Jerry",1913.0,2002.0,6249,6249,Gut_16580
0,The Doctor of Pimlico: Being the Disclosure of a Great Crime,"Le Queux, William",1864.0,1927.0,59076,59076,Gut_9325
0,American Men of Mind,"Stevenson, Burton Egbert",1872.0,1962.0,93731,93731,Gut_10445
0,Ballads of a Bohemian,"Service, Robert W. (Robert William)",1874.0,1958.0,40174,40174,Gut_42006
0,The Martian: A Novel,"Du Maurier, George",1834.0,1896.0,128827,128827,Gut_12776
0,Uncle's Dream; and The Permanent Husband,"Dostoyevsky, Fyodor",1821.0,1881.0,99262,99262,Gut_21554
0,"The Village Convict: First published in the ""Century Magazine""","Chaplin, Heman White",1847.0,1924.0,6229,6229,Gut_9573
0,"Baddeck, and That Sort of Thing","Warner, Charles Dudley",1829.0,1900.0,35744,35744,Gut_15761
0,The Sword of Antietam: A Story of the Nation's Crisis,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,88803,88803,Gut_40563
0,The Land of Footprints,"White, Stewart Edward",1873.0,1946.0,96389,96389,Gut_2706
0,Extracts from the Galactick Almanack: Music Around the Universe,"Janifer, Laurence M.",1933.0,2002.0,2790,2790,Gut_31967
0,"Night and Morning, Complete","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,187215,187215,Gut_41822
0,The Two Twilights,"Beers, Henry A. (Henry Augustin)",1847.0,1926.0,10603,10603,Gut_18617
0,The Historical Jesus: A Survey of Positions,"Robertson, J. M. (John Mackinnon)",1856.0,1933.0,63590,63590,Gut_31993
0,"The Sicilian Bandit: From the Volume ""Captain Paul""","Dumas, Alexandre",1802.0,1870.0,30277,30277,Gut_24021
0,"Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War — Complete (1614-23)","Motley, John Lothrop",1814.0,1877.0,131906,131906,Gut_29954
0,"By Rock and Pool on an Austral Shore, and Other Stories","Becke, Louis",1855.0,1913.0,65070,65070,Gut_1973
0,The Tinted Venus: A Farcical Romance,"Anstey, F.",1856.0,1934.0,58885,58885,Gut_10442
0,The Night of Temptation,"Cross, Victoria",1868.0,1952.0,82064,82064,Gut_38228
0,"The Camp Fire Girls; Or, The Secret of an Old Mill","Garis, Howard Roger",1873.0,1962.0,56133,56133,Gut_36180
0,Sowing and Reaping,"Moody, Dwight Lyman",1837.0,1899.0,24363,24363,Gut_15302
0,The Way We Live Now,"Trollope, Anthony",1815.0,1882.0,350611,350611,Gut_32520
0,"A Country Idyl, and Other Stories","Bolton, Sarah Knowles",1841.0,1916.0,49433,49433,Gut_30277
0,In the Hands of the Cave-Dwellers,"Henty, G. A. (George Alfred)",1832.0,1902.0,31624,31624,Gut_25563
0,"Fragments of Science: A Series of Detached Essays, Addresses, and Reviews. V. 1-2","Tyndall, John",1820.0,1893.0,289361,289361,Gut_10684
0,The Art of Illustration: 2nd ed.,"Blackburn, Henry",1830.0,1897.0,31870,31870,Gut_16573
0,The Best Man,"MacGrath, Harold",1871.0,1932.0,30982,30982,Gut_27462
0,Uarda : a Romance of Ancient Egypt — Volume 04,"Ebers, Georg",1837.0,1898.0,17314,17314,Gut_34075
0,"The Joyful Wisdom (""La Gaya Scienza""): Complete Works, Volume Ten","Nietzsche, Friedrich Wilhelm",1844.0,1900.0,84979,84979,Gut_32382
0,"Dialstone Lane, Complete","Jacobs, W. W. (William Wymark)",1863.0,1943.0,59856,59856,Gut_1342
0,George Borrow: The Man and His Books,"Thomas, Edward",1878.0,1917.0,105328,105328,Gut_6167
0,Index of the Project Gutenberg Works of Jack London,"London, Jack",1876.0,1916.0,2255,2255,Gut_38025
0,The Comic English Grammar: A New And Facetious Introduction To The English Tongue,"Leigh, Percival",1813.0,1889.0,26530,26530,Gut_26923
0,Pélléas and Mélisande; Alladine and Palomides; Home,"Maeterlinck, Maurice",1862.0,1949.0,28367,28367,Gut_2391
0,The Unfolding Destiny of the British Bahá'í Community : the Messages from the Guardian of the Bahá'í Faith to the Bahá'ís of the British Isles,"Shoghi, Effendi",1897.0,1957.0,157839,157839,Gut_6731
0,The Eagle's Shadow,"Cabell, James Branch",1879.0,1958.0,48769,48769,Gut_635
0,The Terror: A Mystery,"Machen, Arthur",1863.0,1947.0,37767,37767,Gut_19352
0,Child of Storm,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,94011,94011,Gut_5140
0,"From Bapaume to Passchendaele, 1917","Gibbs, Philip",1877.0,1962.0,156993,156993,Gut_19160
0,"Leila or, the Siege of Granada, Book III.","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,5375,5375,Gut_41825
0,The Money Moon: A Romance,"Farnol, Jeffery",1878.0,1952.0,58632,58632,Gut_251
0,A Little Maid of Ticonderoga,"Curtis, Alice Turner",1860.0,1958.0,39244,39244,Gut_12323
0,"Remarks upon the First Report of the Royal Commission on Ritual in connection with the integrity of the Book of Common Prayer: A lecture delivered at the Annual Meeting of the Brighton Branch of the English Church Union, Nov. 27, 1867","Mayow, Mayow Wynell",1810.0,1895.0,17567,17567,Gut_30073
0,In the Guardianship of God,"Steel, Flora Annie Webster",1847.0,1929.0,70887,70887,Gut_22784
0,The Tale of the Flopsy Bunnies,"Potter, Beatrix",1866.0,1943.0,1077,1077,Gut_2996
0,Our Pirate Hoard: 1891,"Janvier, Thomas A. (Thomas Allibone)",1849.0,1913.0,9006,9006,Gut_10222
0,A House to Let,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,33954,33954,Gut_9770
0,Verses popular and humorous,"Lawson, Henry",1867.0,1922.0,36657,36657,Gut_32340
0,"Duncan Polite, the Watchman of Glenoro","MacGregor, Mary Esther Miller",1876.0,1961.0,63181,63181,Gut_13695
0,The eleventh hour in the life of Julia Ward Howe,"Elliott, Maud Howe",1854.0,1948.0,9657,9657,Gut_35959
0,"France and England in North America, Part III: The Discovery of the Great West (1870)","Parkman, Francis",1823.0,1893.0,119645,119645,Gut_42037
0,The Hunter Cats of Connorloa,"Jackson, Helen Hunt",1830.0,1885.0,17887,17887,Gut_13453
0,The Squire: An Original Comedy in Three Acts,"Pinero, Arthur Wing",1855.0,1934.0,20303,20303,Gut_8464
0,Xerxes: Makers of History,"Abbott, Jacob",1803.0,1879.0,58647,58647,Gut_11304
0,The Mating of Lydia,"Ward, Humphry, Mrs.",1851.0,1920.0,129797,129797,Gut_2962
0,The Planet Strappers,"Gallun, Raymond Z.",1911.0,1994.0,65356,65356,Gut_11136
0,Kate Vernon: A Tale. Vol. 2 (of 3),"Alexander, Mrs.",1825.0,1902.0,47242,47242,Gut_33266
0,"Frenzied Liberty; The Myth of ""A Rich Man's War""","Kahn, Otto H.",1867.0,1934.0,6797,6797,Gut_31531
0,In Honour's Cause: A Tale of the Days of George the First,"Fenn, George Manville",1831.0,1909.0,114760,114760,Gut_8232
0,A Bundle of Letters,"James, Henry",1843.0,1916.0,13945,13945,Gut_10480
0,The Jews,"Belloc, Hilaire",1870.0,1953.0,79550,79550,Gut_31155
0,The Bitter Cry of the Children,"Spargo, John",1876.0,1966.0,82096,82096,Gut_36142
0,The Bow of Orange Ribbon: A Romance of New York,"Barr, Amelia E.",1831.0,1919.0,86397,86397,Gut_5182
0,The God of Love,"McCarthy, Justin H. (Justin Huntly)",1860.0,1936.0,83533,83533,Gut_10813
